Gene,Scaffold,Chromosome,ZorA,Non.sites,Syn.sites,pN,pS,dN,dS,SPM.Female
Msex2.04675,scaffold00089,26,A,1772.33333333333,522.666666666667,3,9,0,0,0.708653534028767
Msex2.04676,scaffold00089,26,A,665.333333333333,165.666666666667,11,14,1,0,0.406364032605498
Msex2.04677,scaffold00089,26,A,1966,524,17,14,4,14,0.742367313985703
Msex2.04678,scaffold00089,26,A,1942,506,6,4,6,1,0.996223688380535
Msex2.04679,scaffold00089,26,A,1024.33333333333,256.666666666667,5,5,0,0,0.655733072748036
Msex2.04680,scaffold00089,26,A,1024.33333333333,256.666666666667,0,0,0,0,0
Msex2.04681,scaffold00089,26,A,656,178,8,5,1,2,0.485446560451277
Msex2.04682,scaffold00089,26,A,3017,886,25,49,29,25,0.22969796822238
Msex2.04683,scaffold00089,26,A,227,67,1,1,1,7,0
Msex2.04683,scaffold00089,26,A,227,67,1,1,1,7,0
Msex2.04684,scaffold00089,26,A,920,214,5,3,0,17,0.471156081933599
Msex2.04685,scaffold00089,26,A,401,121,8,6,6,6,0.569274902835727
Msex2.04686,scaffold00089,26,A,390.666666666667,110.333333333333,5,0,3,2,0.0365134493149805
Msex2.04687,scaffold00089,26,A,787.666666666667,196.333333333333,6,11,6,4,0.0345409355571595
Msex2.04688,scaffold00089,26,A,6547.66666666667,1849.33333333333,19,18,21,23,0.119287790176718
Msex2.04689,scaffold00089,26,A,2120,574,16,11,17,4,3.95849456596112e-05
Msex2.04690,scaffold00089,26,A,705,177,4,5,9,2,0.636521512696533
Msex2.04691,scaffold00089,26,A,15541.3333333333,4339.66666666667,82,40,28,20,0.599384707291284
Msex2.04692,scaffold00089,26,A,4820.66666666667,1113.33333333333,9,18,23,14,0.512071850798273
Msex2.04693,scaffold00089,26,A,320.333333333333,84.6666666666666,7,0,2,0,0.925876111966884
Msex2.04694,scaffold00089,26,A,1258,389,30,22,4,3,0.614122133386707
Msex2.04695,scaffold00089,26,A,683.333333333333,183.666666666667,9,7,0,5,0.162689437144972
Msex2.04696,scaffold00089,26,A,2186,616,31,2,13,0,0.387949128353925
Msex2.04697,scaffold00089,26,A,1019.66666666667,237.333333333333,19,21,7,8,0.486708405139504
Msex2.04698,scaffold00089,26,A,466.333333333333,121.666666666667,9,31,2,18,7.27175623618745e-06
Msex2.04699,scaffold00089,26,A,785.666666666667,240.333333333333,10,11,4,15,0.586964767813058
Msex2.04700,scaffold00089,26,A,655.666666666667,202.333333333333,4,15,1,12,0.64643723706402
Msex2.04701,scaffold00089,26,A,560.666666666667,156.333333333333,4,3,1,4,0.504677166153593
Msex2.04702,scaffold00089,26,A,538,176,6,9,11,8,0.627110615446241
Msex2.04703,scaffold00089,26,A,1018,314,0,0,5,1,0.568153129223299
Msex2.04704,scaffold00098,20,A,2414,682,30,4,8,9,0.724529751430593
Msex2.04705,scaffold00098,20,A,2372.33333333333,549.666666666666,30,30,15,18,0.534620450065851
Msex2.04706,scaffold00098,20,A,4546.66666666667,1159.33333333333,26,52,12,7,0.308318778043697
Msex2.04707,scaffold00098,20,A,4504.66666666667,1093.33333333333,18,31,10,5,0.571484835191299
Msex2.04708,scaffold00098,20,A,811.666666666667,178.333333333333,16,26,2,11,0.184077578828774
Msex2.04709,scaffold00098,20,A,589.666666666667,166.333333333333,8,4,1,3,0.592942252836744
Msex2.04710,scaffold00098,20,A,314.666666666667,72.3333333333333,3,9,1,0,0.436727395164187
Msex2.04711,scaffold00098,20,A,4486,1358,50,5,21,2,0.626497600466107
Msex2.04712,scaffold00098,20,A,1116,351,12,25,10,12,0.00844872095752171
Msex2.04713,scaffold00098,20,A,2082,672,17,28,16,10,0.979481092080719
Msex2.04714,scaffold00098,20,A,3211.66666666667,1048.33333333333,21,35,13,23,0.37607331296862
Msex2.04715,scaffold00098,20,A,1522.66666666667,460.333333333333,41,48,12,13,0.511011180255856
Msex2.04716,scaffold00098,20,A,663.666666666667,185.333333333333,4,8,5,12,1.5567133438082e-05
Msex2.04717,scaffold00098,20,A,872,301,2,26,1,9,0.998978011954587
Msex2.04718,scaffold00098,20,A,1651.66666666667,499.333333333333,14,23,26,25,0.528685115572755
Msex2.04719,scaffold00098,20,A,4684,1430,12,17,14,23,0.50971807866194
Msex2.04720,scaffold00098,20,A,2384.66666666667,675.333333333333,32,3,11,1,0.323449617402802
Msex2.04721,scaffold00098,20,A,2909,916,16,22,13,14,0.0659982041304998
Msex2.04722,scaffold00098,20,A,1728.66666666667,503.333333333333,13,11,19,15,0.387963323041988
Msex2.04723,scaffold00098,20,A,813,240,21,15,26,12,0.192189075705182
Msex2.04724,scaffold00098,20,A,2013.66666666667,635.333333333333,15,7,24,19,0.325932714479986
Msex2.04725,scaffold00098,20,A,798.333333333333,218.666666666667,25,14,19,8,3.37260181826106e-05
Msex2.04726,scaffold00098,20,A,1979.66666666667,588.333333333333,8,6,13,20,4.29597718335307e-06
Msex2.04727,scaffold00098,20,A,3230,1126,12,2,17,11,0.330888237336327
Msex2.04728,scaffold00098,20,A,858.666666666667,227.333333333333,2,3,0,5,NA
Msex2.04729,scaffold00098,20,A,410.333333333333,108.666666666667,0,1,0,1,0.57708740436525
Msex2.04730,scaffold00088,8,A,10489.3333333333,3220.66666666667,31,78,4,10,0.749237223728955
Msex2.04731,scaffold00088,8,A,2086.66666666667,628.333333333333,5,14,7,19,0.511544099721815
Msex2.04732,scaffold00088,8,A,2115.33333333333,668.666666666667,39,7,10,2,0.378246593879471
Msex2.04733,scaffold00088,8,A,1865.66666666667,525.333333333333,31,40,14,18,0.546297563366144
Msex2.04734,scaffold00088,8,A,580.666666666667,160.333333333333,10,8,6,9,0.525506462040962
Msex2.04735,scaffold00088,8,A,1290,348,23,11,32,4,0.363917133934655
Msex2.04736,scaffold00088,8,A,620,166,22,11,5,4,0.389017743012765
Msex2.04737,scaffold00088,8,A,1411.66666666667,442.333333333333,26,29,15,10,0.84554407371669
Msex2.04738,scaffold00088,8,A,4839.66666666667,1349.33333333333,22,21,11,23,0.677143832215432
Msex2.04739,scaffold00088,8,A,449.666666666667,132.333333333333,6,1,3,1,0.624732779911864
Msex2.04740,scaffold00088,8,A,3907,1058,23,75,14,121,0.867913451992217
Msex2.04741,scaffold00088,8,A,1196.66666666667,357.333333333333,18,26,8,15,0.758903814671852
Msex2.04742,scaffold00088,8,A,3917,1294,12,5,12,8,0.645702811447316
Msex2.04743,scaffold00088,8,A,409.666666666667,121.333333333333,5,7,3,9,0.722666228598324
Msex2.04744,scaffold00088,8,A,852.666666666667,305.333333333333,11,14,21,7,0.668520719764938
Msex2.04745,scaffold00088,8,A,1524,393,9,14,9,44,2.24924512834332e-06
Msex2.04746,scaffold00092,8,A,1017.33333333333,269.666666666667,5,9,6,1,0.722853307358883
Msex2.04747,scaffold00092,8,A,6090,1764,31,15,6,4,0.466493836426117
Msex2.04748,scaffold00092,8,A,2382.33333333333,788.666666666667,19,49,4,23,0.602549933972359
Msex2.04749,scaffold00092,8,A,706,206,5,8,5,4,0.620027210221721
Msex2.04750,scaffold00092,8,A,2298.66666666667,710.333333333333,69,47,13,20,0.567438874320413
Msex2.04751,scaffold00092,8,A,301.333333333333,73.6666666666666,9,3,0,1,0.645921111661436
Msex2.04752,scaffold00092,8,A,941,253,26,45,13,11,8.96246826375984e-05
Msex2.04753,scaffold00092,8,A,1383.66666666667,464.333333333333,41,8,17,3,0.719228728545253
Msex2.04754,scaffold00092,8,A,934.333333333333,268.666666666667,19,45,6,6,0.717576996152188
Msex2.04755,scaffold00092,8,A,914.333333333333,264.666666666667,30,37,0,0,0.324189373087903
Msex2.04756,scaffold00092,8,A,1325.33333333333,441.666666666667,27,20,9,4,0.775026993973939
Msex2.04757,scaffold00092,8,A,4648,1394,94,21,21,10,0.595146965593729
Msex2.04758,scaffold00092,8,A,282.666666666667,80.3333333333333,11,8,0,1,0.00791592259847925
Msex2.04759,scaffold00092,8,A,429,111,0,6,2,6,0.441152141415416
Msex2.04760,scaffold00092,8,A,3882,1035,51,21,20,9,0.00681178503178214
Msex2.04761,scaffold00092,8,A,2055.33333333333,710.666666666667,10,5,4,4,0.537059780983421
Msex2.04762,scaffold00092,8,A,1317.33333333333,323.666666666667,1,3,0,0,0.335464992835447
Msex2.04763,scaffold00092,8,A,2129.33333333333,621.666666666667,36,47,14,16,0.494923988662715
Msex2.04764,scaffold00092,8,A,1080.33333333333,311.666666666667,15,26,8,24,0.735294117647059
Msex2.04765,scaffold00092,8,A,4432,1289,48,22,23,17,0.448008601765153
Msex2.04766,scaffold00092,8,A,2006,595,22,19,9,15,0.20916720464816
Msex2.04767,scaffold00092,8,A,2852.33333333333,822.666666666667,21,20,6,13,0.307692307692308
Msex2.04768,scaffold00092,8,A,1242.66666666667,347.333333333333,26,9,19,26,0
Msex2.04769,scaffold00092,8,A,1249,356,33,20,22,17,0.171232876712329
Msex2.04770,scaffold00092,8,A,2131.66666666667,649.333333333333,33,35,11,23,0.157211492915048
Msex2.04771,scaffold00092,8,A,6534.66666666667,1991.33333333333,58,44,16,22,0.323794618672124
Msex2.04772,scaffold00092,8,A,2043.33333333333,608.666666666667,24,23,9,9,0.69802077930553
Msex2.04773,scaffold00092,8,A,2801.33333333333,834.666666666667,9,29,18,13,0.295531196619877
Msex2.04774,scaffold00092,8,A,1105,341,11,19,13,15,0.968258526288952
Msex2.04775,scaffold00092,8,A,11955,3960,117,74,110,47,0.00305092289223433
Msex2.04776,scaffold00091,1,Z,1182,330,3,9,2,2,0.156479043313737
Msex2.04777,scaffold00091,1,Z,503.333333333333,123.666666666667,3,4,5,1,0.100970478394164
Msex2.04778,scaffold00091,1,Z,522.666666666667,140.333333333333,2,1,4,6,0
Msex2.04779,scaffold00091,1,Z,1467.33333333333,530.666666666667,2,3,0,7,0.710534780033117
Msex2.04780,scaffold00091,1,Z,256.666666666667,67.3333333333333,7,0,7,4,0
Msex2.04781,scaffold00091,1,Z,828.666666666667,236.333333333333,2,2,4,6,0.4925929990124
Msex2.04782,scaffold00091,1,Z,2921.33333333333,789.666666666666,3,0,12,3,4.8524463764112e-05
Msex2.04783,scaffold00091,1,Z,2110.33333333333,616.666666666667,13,5,21,21,1.55107762993557e-05
Msex2.04784,scaffold00091,1,Z,267.333333333333,74.6666666666666,3,2,3,2,2.06080066332021e-05
Msex2.04785,scaffold00091,1,Z,847.333333333333,241.666666666667,3,1,4,8,3.49043832962847e-05
Msex2.04786,scaffold00091,1,Z,1094.33333333333,321.666666666667,3,1,5,5,0.425434663872741
Msex2.04787,scaffold00091,1,Z,8043.33333333333,2105.66666666667,0,1,16,1,0.431682018183228
Msex2.04788,scaffold00091,1,Z,4102,1220,3,4,3,11,0.603272107065765
Msex2.04789,scaffold00091,1,Z,5238.33333333333,1589.66666666667,4,0,18,9,0.75903694919042
Msex2.04790,scaffold00091,1,Z,1166,370,3,3,0,4,0.58956818456769
Msex2.04791,scaffold00091,1,Z,619.333333333333,193.666666666667,2,0,4,0,0.476501526596531
Msex2.04792,scaffold00091,1,Z,5553.33333333333,1649.66666666667,3,6,11,12,0.465588866267237
Msex2.04793,scaffold00091,1,Z,2950,878,6,3,7,22,4.52123546238977e-05
Msex2.04794,scaffold00091,1,Z,24767,6586,11,5,51,45,0.406078284728115
Msex2.04795,scaffold00091,1,Z,6734.66666666667,1791.33333333333,7,3,17,5,0.00169739890342473
Msex2.04796,scaffold00091,1,Z,3771,1101,7,2,53,36,0.721159386527403
Msex2.04797,scaffold00091,1,Z,1719.66666666667,497.333333333333,11,10,19,26,0.501644498122981
Msex2.04798,scaffold00091,1,Z,1018,278,10,9,30,11,2.58355497469668e-07
Msex2.04799,scaffold00091,1,Z,220.333333333333,58.6666666666667,3,3,0,0,0
Msex2.04800,scaffold00095,12,A,2022.66666666667,533.333333333333,20,40,0,1,0.661476154000095
Msex2.04801,scaffold00095,12,A,753.333333333333,230.666666666667,4,3,2,3,0
Msex2.04802,scaffold00095,12,A,1335.33333333333,353.666666666667,2,0,8,4,0
Msex2.04803,scaffold00095,12,A,920.666666666667,237.333333333333,17,8,18,6,0
Msex2.04804,scaffold00095,12,A,1320.66666666667,413.333333333333,3,0,0,0,0.412964173062647
Msex2.04805,scaffold00095,12,A,1134,330,4,1,15,9,0.906516695167157
Msex2.04806,scaffold00095,12,A,1578,357,2,12,15,9,0.375683062861555
Msex2.04807,scaffold00095,12,A,941.666666666667,249.333333333333,11,15,6,20,0.999992801674536
Msex2.04808,scaffold00095,12,A,395,103,12,2,9,3,5.57394364242194e-06
Msex2.04809,scaffold00095,12,A,1787,550,12,20,24,35,0.61580557608303
Msex2.04810,scaffold00095,12,A,260.333333333333,78.6666666666666,0,0,0,0,0.584226327777561
Msex2.04811,scaffold00095,12,A,0,0,0,0,0,0,NA
Msex2.04812,scaffold00095,12,A,671.666666666667,168.333333333333,13,2,13,2,0.418942404727118
Msex2.04813,scaffold00095,12,A,2692.33333333333,802.666666666667,3,5,20,46,0.439944207196225
Msex2.04814,scaffold00095,12,A,752.666666666667,213.333333333333,8,2,8,7,0.417691207168529
Msex2.04815,scaffold00095,12,A,3457.33333333333,922.666666666666,10,0,21,25,3.67295967090282e-05
Msex2.04816,scaffold00095,12,A,2846,814,13,7,20,12,0.609593567075604
Msex2.04817,scaffold00095,12,A,244,62,0,0,6,0,0.262215802622707
Msex2.04818,scaffold00095,12,A,854.666666666667,294.333333333333,6,18,0,13,0.403623168619644
Msex2.04819,scaffold00095,12,A,173.333333333333,45.6666666666667,0,0,0,6,0.8588887735221
Msex2.04820,scaffold00095,12,A,672,168,0,0,5,1,0.64792175420394
Msex2.04821,scaffold00095,12,A,662,178,0,0,1,2,0
Msex2.04822,scaffold00095,12,A,674.666666666667,159.333333333333,0,0,8,4,0.658269306877226
Msex2.04823,scaffold00095,12,A,1075.33333333333,274.666666666667,5,13,11,19,0.245168582366419
Msex2.04824,scaffold00095,12,A,1355.66666666667,372.333333333333,9,36,11,2,0.546752485732042
Msex2.04825,scaffold00095,12,A,805,194,7,28,4,18,0.51861864819251
Msex2.04826,scaffold00095,12,A,2748.33333333333,752.666666666666,4,21,15,19,0.538888335265594
Msex2.04827,scaffold00095,12,A,1770.33333333333,455.666666666667,1,43,1,25,0.618267642076197
Msex2.04828,scaffold00095,12,A,1213.66666666667,358.333333333333,10,10,14,12,0.498867253895823
Msex2.04829,scaffold00095,12,A,939,249,1,12,1,12,0.522547126907719
Msex2.04830,scaffold00095,12,A,1441,344,30,28,15,8,0.192077682348418
Msex2.04831,scaffold00095,12,A,1378.33333333333,400.666666666667,5,29,17,18,0.537659007109616
Msex2.04832,scaffold00095,12,A,340.333333333333,94.6666666666666,0,3,4,2,0.601631423740047
Msex2.04833,scaffold00095,12,A,1246.66666666667,325.333333333333,14,4,23,18,0.488364204448546
Msex2.04834,scaffold00095,12,A,212,64,0,7,0,0,0.175220775424955
Msex2.04835,scaffold00093,27,A,541.333333333333,130.666666666667,11,37,1,5,0.00210253054569249
Msex2.04836,scaffold00093,27,A,4413.66666666667,1493.33333333333,80,29,11,4,0.599807559977543
Msex2.04837,scaffold00093,27,A,1260,411,17,12,5,1,0.494229887476798
Msex2.04838,scaffold00093,27,A,37647.6666666667,11180.3333333333,80,116,12,17,0.653698189784732
Msex2.04839,scaffold00093,27,A,1400,448,26,13,14,3,0.0453405353176326
Msex2.04840,scaffold00093,27,A,1384.66666666667,463.333333333333,17,14,12,3,0.325170339084352
Msex2.04841,scaffold00093,27,A,62108,17956,78,106,28,20,0.122449921877172
Msex2.04842,scaffold00093,27,A,883.333333333333,277.666666666667,4,11,4,6,0.73854699136098
Msex2.04843,scaffold00093,27,A,1753,575,5,7,9,10,0.684127680222777
Msex2.04844,scaffold00093,27,A,300.666666666667,104.333333333333,0,0,2,0,0.641071948267342
Msex2.04845,scaffold00093,27,A,508,134,20,24,6,6,0.0124636337987596
Msex2.04846,scaffold00093,27,A,1042.33333333333,310.666666666667,15,3,3,1,0.518165715345331
Msex2.04846,scaffold00093,27,A,1042.33333333333,310.666666666667,15,3,3,1,0.518165715345331
Msex2.04847,scaffold00093,27,A,7063.33333333333,2251.66666666667,33,25,7,14,0.564950399593482
Msex2.04848,scaffold00093,27,A,2797.33333333333,982.666666666667,29,9,13,2,0.650044031050807
Msex2.04849,scaffold00093,27,A,2860,956,23,36,16,17,0.613652508109515
Msex2.04850,scaffold00093,27,A,837,240,9,7,4,6,0.658579944061815
Msex2.04851,scaffold00093,27,A,10157,3085,17,6,5,7,0.618285670136955
Msex2.04852,scaffold00093,27,A,12917,3562,70,95,32,21,0.436857203184685
Msex2.04853,scaffold00093,27,A,536,160,15,25,8,12,1.67512164580359e-05
Msex2.04854,scaffold00093,27,A,289.666666666667,82.3333333333333,12,9,9,5,1.11187529890658e-05
Msex2.04855,scaffold00093,27,A,1287,327,24,29,17,35,4.83479740661069e-06
Msex2.04856,scaffold00093,27,A,610,188,19,6,4,15,0.397230101803199
Msex2.04857,scaffold00093,27,A,1220,388,10,8,7,1,0.49530734123724
Msex2.04858,scaffold00093,27,A,258.666666666667,62.3333333333333,12,10,0,0,0.535063836537156
Msex2.04859,scaffold00093,27,A,945.666666666667,287.333333333333,0,11,0,11,0.720869880660552
Msex2.04860,scaffold00093,27,A,2670.33333333333,851.666666666666,9,6,15,1,0.713000852988319
Msex2.04861,scaffold00093,27,A,8162.33333333333,2586.66666666667,17,13,10,10,0.518059156803398
Msex2.04862,scaffold00101,15,A,4078.66666666667,1180.33333333333,31,4,4,0,0.523641738631269
Msex2.04863,scaffold00101,15,A,788,211,26,18,5,6,0.133288903698767
Msex2.04864,scaffold00101,15,A,1038,288,26,43,6,13,0.0122370102608145
Msex2.04865,scaffold00101,15,A,24820.3333333333,7786.66666666667,26,79,19,23,0.609591974109575
Msex2.04866,scaffold00101,15,A,369.666666666667,122.333333333333,2,0,4,2,0.607999372434961
Msex2.04867,scaffold00101,15,A,704.666666666667,207.333333333333,7,4,5,5,0.694108421701557
Msex2.04868,scaffold00101,15,A,704,181,11,10,6,8,0.490541898067498
Msex2.04869,scaffold00101,15,A,893.333333333333,297.666666666667,23,11,8,3,0.508492426636834
Msex2.04870,scaffold00101,15,A,303,84,1,3,5,8,0.99999241180214
Msex2.04871,scaffold00101,15,A,961.666666666667,235.333333333333,34,7,14,4,3.54490803040756e-06
Msex2.04872,scaffold00101,15,A,1228.66666666667,385.333333333333,2,11,2,3,0.57466948604764
Msex2.04873,scaffold00101,15,A,2595.33333333333,710.666666666667,18,10,17,5,0.505434622087012
Msex2.04874,scaffold00101,15,A,898.333333333333,247.666666666667,0,0,0,0,0.898245544849838
Msex2.04875,scaffold00101,15,A,1376.33333333333,375.666666666667,17,6,16,4,5.71181310291352e-06
Msex2.04876,scaffold00101,15,A,1215,342,4,6,9,5,0.0180674510274126
Msex2.04877,scaffold00101,15,A,1012,305,3,4,18,4,0.10309823984649
Msex2.04878,scaffold00101,15,A,661.666666666667,193.333333333333,35,21,5,7,0.522685242922553
Msex2.04879,scaffold00101,15,A,288.666666666667,77.3333333333333,0,0,3,5,0.0650007250229591
Msex2.04880,scaffold00101,15,A,293.333333333333,72.6666666666666,0,0,5,2,0.417589829064514
Msex2.04881,scaffold00101,15,A,145.666666666667,37.3333333333333,0,0,2,0,0.549061662198391
Msex2.04882,scaffold00101,15,A,1143.33333333333,359.666666666667,12,7,7,14,0.466349371497375
Msex2.04883,scaffold00101,15,A,1095.33333333333,308.666666666667,29,41,16,20,0.466277573438821
Msex2.04884,scaffold00101,15,A,1157.66666666667,297.333333333333,35,27,11,4,0.598281543585674
Msex2.04885,scaffold00101,15,A,432.666666666667,98.3333333333333,7,3,6,3,0.473140068683182
Msex2.04886,scaffold00101,15,A,380.333333333333,105.666666666667,11,7,5,10,0.904465799886942
Msex2.04887,scaffold00101,15,A,13081,3359,19,37,10,39,0.436481211962888
Msex2.04888,scaffold00101,15,A,1920.33333333333,569.666666666667,15,8,13,2,9.46968522788335e-06
Msex2.04889,scaffold00101,15,A,1082,304,21,28,9,7,0.799279973090869
Msex2.04890,scaffold00101,15,A,1185.33333333333,326.666666666667,11,3,8,4,0.713800680009743
Msex2.04891,scaffold00094,20,A,178.666666666667,40.3333333333333,4,8,0,2,0.733082724561017
Msex2.04892,scaffold00094,20,A,1345,383,31,16,7,3,0.812678429828904
Msex2.04893,scaffold00094,20,A,604,152,11,11,2,2,0.492662222713092
Msex2.04894,scaffold00094,20,A,442.666666666667,112.333333333333,2,5,0,2,3.11911159368856e-06
Msex2.04895,scaffold00094,20,A,1886,592,54,9,13,6,0.548100865761097
Msex2.04896,scaffold00094,20,A,291.333333333333,71.6666666666666,0,7,0,2,0.507620466908498
Msex2.04897,scaffold00094,20,A,1778,520,22,2,9,0,0.631180084542411
Msex2.04898,scaffold00094,20,A,12213.3333333333,3785.66666666667,56,65,23,5,0.502478070368816
Msex2.04899,scaffold00094,20,A,961.333333333333,253.666666666667,2,23,4,8,0.297345770226825
Msex2.04900,scaffold00094,20,A,1013,265,40,9,9,3,0.682907262808857
Msex2.04901,scaffold00094,20,A,1313.66666666667,366.333333333333,7,38,0,10,0.731335193191357
Msex2.04902,scaffold00094,20,A,443,136,16,8,3,0,0.486962297190898
Msex2.04903,scaffold00094,20,A,4439.33333333333,1302.66666666667,39,25,8,5,0.451262582536954
Msex2.04904,scaffold00094,20,A,381.333333333333,110.666666666667,6,4,3,2,0.991032949929549
Msex2.04905,scaffold00094,20,A,6500.66666666667,1887.33333333333,26,51,3,5,0.573809703125477
Msex2.04906,scaffold00094,20,A,522,156,18,0,1,0,0.680289773816315
Msex2.04907,scaffold00094,20,A,674.666666666667,177.333333333333,9,2,6,2,0.145591344017489
Msex2.04908,scaffold00094,20,A,3961.66666666667,1156.33333333333,27,21,13,19,0.708552160990585
Msex2.04909,scaffold00094,20,A,773.333333333333,225.666666666667,28,34,9,12,0.956330165662699
Msex2.04910,scaffold00094,20,A,232.666666666667,73.3333333333333,2,0,4,0,0.524766440909905
Msex2.04911,scaffold00094,20,A,2711.33333333333,798.666666666667,39,29,30,26,6.19774011264843e-06
Msex2.04912,scaffold00094,20,A,712.333333333333,166.666666666667,12,3,16,5,0.459555381570487
Msex2.04913,scaffold00094,20,A,686,181,24,5,8,4,0.951572285189749
Msex2.04914,scaffold00094,20,A,889.666666666667,253.333333333333,9,6,1,3,0.566434324378254
